수준,동형어번호,표출 어휘
고급,0,재현
고급,0,재혼
고급,0,재활
중급,0,재활용
중급,0,재활용품
중급,0,잼
고급,0,잽싸다
고급,0,쟁점
중급,0,쟤
초급,0,저01
중급,0,저-01
초급,0,저04/저03
초급,0,저05
고급,0,저가
초급,0,저거
초급,0,저것
고급,0,저고리
초급,0,저곳
초급,0,저금
중급,0,저급
초급,0,저기01
중급,0,저기02
고급,0,저기압
초급,0,저녁
중급,0,저녁때
중급,0,저러다
초급,0,저런01
고급,0,저런03
초급,0,저렇다
중급,0,저렴하다
중급,0,저리01
고급,0,저리다
중급,0,저마다01/저마다02
중급,0,저만큼01/저만큼02
고급,0,저물다
고급,0,저버리다
초급,0,저번
초급,0,저분
고급,0,저서
고급,0,저소득
고급,0,저승
중급,0,저울
중급,0,저자03
고급,0,저작권
중급,0,저장
중급,0,저절로
고급,0,저조
중급,0,저지르다
초급,0,저쪽
중급,0,저축
고급,0,저출산
고급,0,저하01
고급,0,저학력00
고급,0,저항
고급,0,저해
고급,0,저혈압
초급,0,저희
중급,0,-적
중급,0,적02
중급,0,적극
중급,0,적극적01/적극적02
고급,0,적금
초급,0,적다01
초급,0,적다02
초급,0,적당하다
중급,0,적당히
고급,0,적대
고급,0,적도
고급,0,적령기
고급,0,적립
고급,0,적발
고급,0,적색
중급,0,적성
고급,0,적시다
중급,0,적어도
중급,0,적어지다
중급,0,적용
중급,0,적응
고급,0,적응력
중급,0,적자01
고급,0,적잖다
중급,0,적절하다
고급,0,적절히
고급,0,적정
고급,0,적합
중급,0,적히다
초급,0,전01
고급,0,-전02
초급,0,전02/전03
고급,0,-전04
중급,0,전개
초급,0,전공01
고급,0,전구
중급,0,전국
중급,0,전국적01/전국적02
고급,0,전기00
고급,0,전기02
고급,0,전기03
초급,0,전기04
중급,0,전날
고급,0,전년
고급,0,전념
중급,0,전달02
고급,0,전담02
고급,0,전동
고급,0,전등
고급,0,전래
고급,0,전략
고급,0,전략적01/전략적02
고급,0,전력00
고급,0,전력01
중급,0,전망
고급,0,전망대
고급,0,전면01
고급,0,전면적01/전면적02
고급,0,전무후무
고급,0,전문01
중급,0,전문02
중급,0,전문가
고급,0,전문성
중급,0,전문적01/전문적02
중급,0,전문점
중급,0,전문직
고급,0,전반
고급,0,전반00
고급,0,전반부
고급,0,전반적01/전반적02
초급,0,전부02/전부01
중급,0,전설
고급,0,전성기
중급,0,전세01
고급,0,전셋값
고급,0,전송01
중급,0,전시01
고급,0,전시관
중급,0,전시장
중급,0,전시회
고급,0,전신01
고급,0,전액
고급,0,전업01
고급,0,전역01
고급,0,전염
고급,0,전염병
중급,0,전용01
중급,0,전원00
중급,0,전원02
고급,0,전유물
고급,0,전율
고급,0,전자01
중급,0,전자02
중급,0,전자레인지
중급,0,전자사전
중급,0,전쟁
고급,0,전쟁터
고급,0,전적01/전적02
중급,0,전제
고급,0,전직01
초급,0,전철02
초급,0,전체
중급,0,전체적01/전체적02
중급,0,전통
고급,0,전통문화
중급,0,전통적01/전통적02
고급,0,전투
고급,0,전파01
초급,0,전하다
고급,0,전학
초급,0,전혀
고급,0,전형01
고급,0,전형적01/전형적02
초급,0,전화
초급,0,전화기
초급,0,전화번호
고급,0,전화위복
고급,0,전환
고급,0,전환기
고급,0,전환점
중급,0,전후
중급,0,절01
중급,0,절02
중급,0,절03
고급,0,절감
고급,0,절다02
중급,0,절대01/절대02
중급,0,절대로
중급,0,절대적01/절대적02
고급,0,절도02
고급,0,절로01
중급,0,절망
중급,0,절반
고급,0,절벽
고급,0,절실하다
중급,0,절약
고급,0,절이다
고급,0,절전00
고급,0,절정
고급,0,절제02
중급,0,절차
고급,0,절친하다
초급,0,젊다
중급,0,젊은이
중급,0,젊음
중급,0,-점
고급,0,점01
중급,0,점02/점03
중급,0,점검
고급,0,점령
초급,0,점수
초급,0,점심
중급,0,점심때
초급,0,점심시간
중급,0,점원
고급,0,점유율
중급,0,점잖다
초급,0,점점
고급,0,점진적01/점진적02
중급,0,점차02/점차01
고급,0,점치다
중급,0,점퍼
고급,0,점포
고급,0,점프
중급,0,접근
초급,0,접다
고급,0,접대
중급,0,접속
중급,0,접수02
초급,0,접시
중급,0,접어들다
고급,0,접전
고급,0,접종
중급,0,접촉
중급,0,접하다
초급,0,젓가락01
중급,0,젓다
고급,0,정02
중급,0,정04
고급,0,정감
초급,0,정거장
고급,0,정겹다
고급,0,정계
고급,0,정교하다
고급,0,정권
고급,0,정규
고급,0,정규직
중급,0,정기01
중급,0,정기적01/정기적02
고급,0,정년
고급,0,정년퇴직
중급,0,정답
고급,0,정답다
중급,0,정당
고급,0,정당하다
초급,0,정도02
초급,0,정류장
초급,0,정리
초급,0,정말02/정말01
중급,0,정말로
중급,0,정면
초급,0,정문01
고급,0,정밀
중급,0,정반대
중급,0,정보
중급,0,정보화
고급,0,정복
중급,0,정부01
고급,0,정비
고급,0,정사각형
중급,0,정상01
고급,0,정상03
중급,0,정상적01/정상적02
고급,0,정상화
고급,0,정서
고급,0,정서적01/정서적02
중급,0,정성
고급,0,정성껏
고급,0,정성스럽다
고급,0,정세02
중급,0,정수기
중급,0,정식01
중급,0,정신
고급,0,정신과
고급,0,정신력
중급,0,정신없다
중급,0,정신없이
중급,0,정신적01/정신적02
고급,0,정연하다
고급,0,정열
고급,0,정열적01/정열적02
중급,0,정오
중급,0,정원01
초급,0,정원02
고급,0,정월
중급,0,정육점
고급,0,정의01
중급,0,정의02
중급,0,정작00
중급,0,정장
고급,0,정적02/정적03
고급,0,정적04
고급,0,정전
고급,0,정점
고급,0,정정당당하다
고급,0,정중하다
중급,0,정지01
중급,0,정직01
중급,0,정착
중급,0,정책
고급,0,정책적01/정책적02
고급,0,정체01
고급,0,정체02
고급,0,정체기
고급,0,정체성
중급,0,정치
고급,0,정치가
중급,0,정치인
중급,0,정치적01/정치적02
고급,0,정통
초급,0,정하다02
중급,0,정형외과
고급,0,정화01
초급,0,정확
고급,0,정확성
중급,0,정확히
중급,0,젖
초급,0,젖다
고급,0,젖히다01
중급,0,제-
초급,0,제01
고급,0,-제01
중급,0,-제02
고급,0,-제03
중급,0,제04
중급,0,-제04
고급,0,제각기01/제각기02
고급,0,제값
중급,0,제거
중급,0,제공
고급,0,제과
중급,0,제과점
고급,0,제기02
고급,0,제대
중급,0,제대로
중급,0,제도01
고급,0,제도적01/제도적02
중급,0,제때
고급,0,제멋대로
초급,0,제목
중급,0,제발
중급,0,제법
고급,0,제비
중급,0,제사
중급,0,제시
중급,0,제시간
중급,0,제안
중급,0,제약01
고급,0,제약02
중급,0,제외
고급,0,제의
초급,0,제일03/제일02
중급,0,제자
중급,0,제자리
중급,0,제작
고급,0,제작자
고급,0,제재01
고급,0,제정
고급,0,제조
고급,0,제조업
초급,0,제주도01
중급,0,제출
고급,0,제치다
고급,0,제패
중급,0,제품
중급,0,제한
중급,0,조03·조02
고급,0,조04
고급,0,조05
중급,0,조각01
고급,0,조각02
고급,0,조개
중급,0,조건
고급,0,조국
고급,0,조그마하다
중급,0,조그맣다
초급,0,조금02/조금01
초급,0,조금씩
고급,0,조급하다
중급,0,조기05
중급,0,조깅
중급,0,조끼
고급,0,조르다01
중급,0,조르다02
중급,0,조리04
고급,0,조리법
고급,0,조리사
중급,0,조림01
고급,0,조립
고급,0,조마조마
고급,0,조만간
중급,0,조명
고급,0,조문02
고급,0,조문객
중급,0,조미료
고급,0,조부모
고급,0,조사02
중급,0,조사03
중급,0,조상
고급,0,조선
고급,0,조선업
고급,0,조성
고급,0,조세
초급,0,조심
중급,0,조심스럽다
고급,0,조심조심
중급,0,조언
고급,0,조연
초급,0,조용하다
초급,0,조용히
고급,0,조의
고급,0,조의금
고급,0,조이다
중급,0,조작01
고급,0,조작02
고급,0,조장01
중급,0,조절
고급,0,조정00
고급,0,조정01
중급,0,조정02
고급,0,조종
고급,0,조종사
고급,0,조직
고급,0,조직적01/조직적02
고급,0,조짐
고급,0,조치
초급,0,조카
고급,0,조퇴
고급,0,조합
고급,0,조형미
중급,0,조화04
고급,0,조화롭다
고급,0,조회02
고급,0,-족
고급,0,족하다
중급,0,존경
고급,0,존댓말
고급,0,존엄성
중급,0,존재
중급,0,존중
초급,0,졸다01
중급,0,졸리다01
고급,0,졸리다02
초급,0,졸업
중급,0,졸업생
중급,0,졸업식
중급,0,졸음
고급,0,졸이다
고급,0,졸지00
초급,0,좀
중급,0,좀처럼
초급,0,좁다
중급,0,좁히다
고급,0,종02
고급,0,종03
고급,0,종결
중급,0,종교
중급,0,종교적01·종교적02
고급,0,종료
초급,0,종류
고급,0,종목
고급,0,종사00
고급,0,종사자
중급,0,종아리
초급,0,종업원
초급,0,종이
중급,0,종이컵
중급,0,종일02/종일01
고급,0,종전01
중급,0,종종
고급,0,종착역
중급,0,종합
고급,0,종합적01/종합적02
초급,0,좋다
초급,0,좋아하다
고급,0,좌뇌00
고급,0,좌담회
중급,0,좌석
중급,0,좌우
고급,0,좌우명
고급,0,좌절
중급,0,좌측
고급,0,좌파
중급,0,좌회전
중급,0,죄
고급,0,죄송스럽다
초급,0,죄송하다
고급,0,죄인
고급,0,죄책감
고급,0,주01/주02
고급,0,주03/주00
초급,0,주06/주04
고급,0,주가
중급,0,주간04/주간05
고급,0,주거
고급,0,주거비
고급,0,주거지
중급,0,주고받다
고급,0,주관01
고급,0,주관02
중급,0,주관적01/주관적02
고급,0,주권
고급,0,주기01
고급,0,주년
초급,0,주다01
고급,0,주도
고급,0,주도적01/주도적02
고급,0,주되다
고급,0,주력
고급,0,주례
초급,0,주로
고급,0,주류01
고급,0,주류02
중급,0,주름
고급,0,주름살
초급,0,주말
초급,0,주머니
중급,0,주먹
중급,0,주목
고급,0,주무르다
초급,0,주무시다
초급,0,주문02
중급,0,주민
중급,0,주방
고급,0,주방장
고급,0,주범
초급,0,주변02
초급,0,주부
초급,0,주사01
고급,0,주생활
고급,0,주선
초급,0,주소
초급,0,주스
고급,0,주식01
중급,0,주식02
고급,0,주식회사
고급,0,주어
중급,0,주어지다
고급,0,주역
고급,0,주연01
중급,0,주요
초급,0,주위
중급,0,주유소
고급,0,주의01
중급,0,주의02
초급,0,주인
중급,0,주인공
초급,0,주일03/주일02
중급,0,주장02
고급,0,주재료
중급,0,주저앉다
고급,0,주전
중급,0,주전자
중급,0,주제
초급,0,주차
중급,0,주차권
중급,0,주차료
초급,0,주차장
고급,0,주체02
고급,0,주최
중급,0,주택
고급,0,주택가
초급,0,주황색
중급,0,죽03
초급,0,죽다01
중급,0,죽음
중급,0,죽이다01
초급,0,준비
중급,0,준비물
고급,0,준수
고급,0,준수하다01
초급,0,줄01
중급,0,줄거리
중급,0,줄곧
중급,0,줄기
중급,0,줄넘기
초급,0,줄다
고급,0,줄다리기
중급,0,줄무늬
중급,0,줄어들다
초급,0,줄이다
고급,0,줄줄이
고급,0,줄짓다
초급,0,줍다
중급,0,중01
초급,0,중03
초급,0,중간
고급,0,중개
고급,0,중개인
고급,0,중계
중급,0,중고
중급,0,중고차
고급,0,중공업
초급,0,중국
중급,0,중국어
중급,0,중국인00
초급,0,중국집
중급,0,중급
고급,0,중년
중급,0,중단
고급,0,중대02
고급,0,중도01
중급,0,중독
고급,0,중략
고급,0,중력
고급,0,중립
고급,0,중립적01/중립적02
고급,0,중매
중급,0,중반
고급,0,중병00
고급,0,중복02
중급,0,중부
고급,0,중산층
고급,0,중상03
고급,0,중성01
고급,0,중세
고급,0,중소
중급,0,중소기업
중급,0,중순
고급,0,중시
중급,0,중식
초급,0,중심
중급,0,중심지
초급,0,중앙
중급,0,중얼거리다
초급,0,중요
중급,0,중요성
고급,0,중요시
고급,0,중점
고급,0,중점적01/중점적02
고급,0,중증
고급,0,중지01
초급,0,중학교
초급,0,중학생
중급,0,중형차
중급,0,쥐01
중급,0,쥐다
고급,0,즈음
중급,0,즉
중급,0,즉석
중급,0,즉시
중급,0,즐거움
초급,0,즐거워하다
초급,0,즐겁다
초급,0,즐기다
고급,0,즐비하다
고급,0,즙
고급,0,-증01
중급,0,증가
고급,0,증가세
중급,0,증거
고급,0,증권
고급,0,증대
중급,0,증명
중급,0,증명서
고급,0,증발
중급,0,증상
중급,0,증세01
고급,0,증오
고급,0,증원
고급,0,증정
고급,0,증진
고급,0,증후군
고급,0,-지04
고급,0,-지05
중급,0,지각01
초급,0,지각02
초급,0,지갑
중급,0,지겹다
중급,0,지구02
고급,0,지구력
고급,0,지구촌
고급,0,지그시
고급,0,지극하다
중급,0,지극히
초급,0,지금02/지금01
중급,0,지금껏
중급,0,지급
고급,0,지껄이다
초급,0,지나가다
초급,0,지나다
중급,0,지나치다02
중급,0,지난날
초급,0,지난달
초급,0,지난번
초급,0,지난주
초급,0,지난해
초급,0,지내다
중급,0,지능
중급,0,지니다
중급,0,지다01
초급,0,지다02
고급,0,지다03
중급,0,지다05
고급,0,지대
초급,0,지도01
중급,0,지도02
중급,0,지도자
고급,0,지독하다
초급,0,지루하다
고급,0,지르다02
초급,0,지르다03
고급,0,지름
중급,0,지름길
고급,0,지리
고급,0,지리적01/지리적02
고급,0,지망
고급,0,지면02
고급,0,지명01
고급,0,지문01
고급,0,지문02
초급,0,지방01
중급,0,지방03
고급,0,지배
고급,0,지배적01/지배적02
중급,0,지불
중급,0,지붕
고급,0,지사01
고급,0,지상01
고급,0,지성02
고급,0,지속
고급,0,지속적01/지속적02
고급,0,지수
중급,0,지시
중급,0,지식
중급,0,지식인
중급,0,지역
고급,0,지연02
중급,0,지옥
초급,0,지우개
초급,0,지우다01
중급,0,지원01
중급,0,지원02
고급,0,지원금
고급,0,지원서
고급,0,지원자
중급,0,지위
고급,0,지인
고급,0,지장01
중급,0,지저분하다
고급,0,지적01/지적02
중급,0,지적03
고급,0,지점01
고급,0,지점02
중급,0,지정
고급,0,지지02
고급,0,지지율
중급,0,지진
중급,0,지출
중급,0,지치다01
고급,0,지침
중급,0,지켜보다
초급,0,지키다
중급,0,지퍼
중급,0,지폐
고급,0,지표02
초급,0,지하
초급,0,지하도
중급,0,지하실
초급,0,지하철
초급,0,지하철역
고급,0,지향01
고급,0,지형
중급,0,지혜
중급,0,지혜롭다
고급,0,지휘
고급,0,직02
고급,0,직거래
고급,0,직관
고급,0,직면00
고급,0,직무
고급,0,직사각형
중급,0,직선01
고급,0,직선적01/직선적02
고급,0,직속
초급,0,직업
초급,0,직원
고급,0,직위
초급,0,직장
중급,0,직장인
고급,0,직전
초급,0,직접02/직접01
중급,0,직접적01/직접적02
고급,0,직종
중급,0,직진
중급,0,직후
고급,0,-진
고급,0,진공청소기
고급,0,진급
중급,0,진단
중급,0,진단서
중급,0,진동02
고급,0,진땀
중급,0,진로
고급,0,진료
중급,0,진리
고급,0,진보
고급,0,진보적01/진보적02
고급,0,진상01
고급,0,진수성찬
중급,0,진술
중급,0,진실
중급,0,진심
고급,0,진열
고급,0,진영
고급,0,진입
고급,0,진작01
고급,0,진전
고급,0,진정01
고급,0,진정02
고급,0,진정03
중급,0,진정하다01
고급,0,진지01
중급,0,진지하다
초급,0,진짜02/진짜01
중급,0,진찰
중급,0,진출
고급,0,진취적01/진취적02
중급,0,진통제
고급,0,진풍경
초급,0,진하다
중급,0,진학
중급,0,진행
중급,0,진행자
고급,0,진화01
고급,0,진흙
고급,0,진흥
중급,0,-질
중급,0,질01
고급,0,질기다
고급,0,질량
고급,0,질리다
초급,0,질문
중급,0,질병
중급,0,질서
고급,0,질의
고급,0,질적01/질적02
중급,0,질투
고급,0,질환
고급,0,짊어지다
초급,0,짐
중급,0,짐승
중급,0,짐작
초급,0,집01
고급,0,-집03
고급,0,집값
중급,0,집다
중급,0,집단
고급,0,집단적01/집단적02
초급,0,집들이
고급,0,집사람
중급,0,집세
중급,0,집안
초급,0,집안일
중급,0,집어넣다
중급,0,집중
고급,0,집중력
중급,0,집중적01/집중적02
고급,0,집집
고급,0,집착
고급,0,집필
고급,0,집회
중급,0,짓
고급,0,짓궂다
고급,0,짓누르다
초급,0,짓다
고급,0,짓밟다
고급,0,짓밟히다
고급,0,징그럽다
고급,0,징역
고급,0,징크스
중급,0,짖다
중급,0,짙다
중급,0,짚다
중급,0,짜다01
중급,0,짜다02
초급,0,짜다03
중급,0,-짜리
고급,0,짜릿하다
고급,0,짜임새
초급,0,짜증
중급,0,짜증스럽다
초급,0,짝01
고급,0,짝사랑
중급,0,짝수
중급,0,짠맛
고급,0,짤막하다
초급,0,짧다
초급,0,짬뽕
고급,0,짭짤하다
중급,0,-째02
고급,0,째려보다
고급,0,쩔쩔매다
고급,0,쪼개다
고급,0,쪼그리다
고급,0,쪼다02
중급,0,쪽02
중급,0,쪽04/쪽03
초급,0,쪽05
고급,0,쪽지
중급,0,쫓겨나다
중급,0,쫓기다
중급,0,쫓다
중급,0,쫓아가다
중급,0,쫓아내다
중급,0,쫓아다니다
중급,0,쫓아오다
고급,0,쭈그리다
중급,0,쭉
중급,0,-쯤
고급,0,쯧쯧01/쯧쯧02
초급,0,찌개
고급,0,찌꺼기
초급,0,찌다01
초급,0,찌다02
고급,0,찌들다
중급,0,찌르다
고급,0,찌뿌드드하다
중급,0,찌푸리다
중급,0,찍다01
초급,0,찍다02
중급,0,찍히다02
고급,0,찔리다
고급,0,찜
중급,0,찜질
고급,0,찜질방
중급,0,찡그리다
고급,0,찡하다01/찡하다02
고급,0,찢기다
중급,0,찢다
중급,0,찢어지다
고급,0,찧다
초급,0,차01
초급,0,차02
고급,0,차03
초급,0,차갑다
고급,0,차곡차곡
고급,0,차관01
고급,0,차근차근
초급,0,차다01
초급,0,차다02
초급,0,차다03
초급,0,차다04
고급,0,차단
중급,0,차도01
중급,0,차라리
중급,0,차량
초급,0,차례01
고급,0,차례02
중급,0,차로
중급,0,차리다
고급,0,차림
중급,0,차림표
중급,0,차마
중급,0,차별
고급,0,차별화
고급,0,차분하다
고급,0,차분히
중급,0,차비
중급,0,차선02
중급,0,차원
중급,0,차이
중급,0,차이점
고급,0,차일피일
고급,0,차장01
고급,0,차지
고급,0,차질
중급,0,차차
중급,0,차창
중급,0,차츰
중급,0,착각
고급,0,착륙
고급,0,착실하다
고급,0,착오
고급,0,착용
초급,0,착하다
고급,0,찬란하다
초급,0,찬물
고급,0,찬반
고급,0,찬사
중급,0,찬성
고급,0,찬송가
고급,0,찰칵
고급,0,참-
초급,0,참02
중급,0,참가
고급,0,참가자
고급,0,참견
중급,0,참고
중급,0,참기름
초급,0,참다
고급,0,참맛
고급,0,참배
고급,0,참새
중급,0,참석
중급,0,참석자
고급,0,참신하다
중급,0,참여
초급,0,참외
중급,0,참으로
고급,0,참을성
중급,0,참조
고급,0,참치
고급,0,찹쌀
중급,0,창03
중급,0,창가01
중급,0,창고
중급,0,창구
초급,0,창문
중급,0,창밖
고급,0,창백하다
고급,0,창업
고급,0,창의력
고급,0,창의성
고급,0,창의적01/창의적02
중급,0,창작
고급,0,창작품
중급,0,창조
고급,0,창조적01/창조적02
고급,0,창출
중급,0,창피
초급,0,찾다
초급,0,찾아가다
중급,0,찾아내다
중급,0,찾아다니다
고급,0,찾아들다
초급,0,찾아보다
중급,0,찾아뵙다
초급,0,찾아오다
고급,0,채03
고급,0,채05
중급,0,채널
고급,0,채다03
초급,0,채소
고급,0,채식
고급,0,채용
중급,0,채우다01
중급,0,채우다02
중급,0,채택
고급,0,채팅
초급,0,책
고급,0,-책00
중급,0,책가방
초급,0,책상
중급,0,책임
중급,0,책임감
중급,0,책임자
중급,0,책임지다
고급,0,책자
초급,0,책장02
중급,0,챔피언
중급,0,챙기다
고급,0,처00
고급,0,처가
중급,0,처녀
고급,0,처량하다
중급,0,처리
고급,0,처마
중급,0,처방
중급,0,처방전
중급,0,처벌
초급,0,처음
고급,0,처지
고급,0,처지다
고급,0,처참하다
고급,0,처치
중급,0,처하다
고급,0,척척02
고급,0,척추
고급,0,천01
초급,0,천03/천02
중급,0,천국
중급,0,천둥
고급,0,천막
초급,0,천만02/천만01/천만03
고급,0,천만다행
고급,0,천부적01/천부적02
중급,0,천사
고급,0,천생연분
고급,0,천연
중급,0,천장
중급,0,천재01
중급,0,천주교
고급,0,천지
고급,0,천차만별
초급,0,천천히
고급,0,천하다
중급,0,철01
중급,0,철02
고급,0,철03
고급,0,철강
고급,0,철거
중급,0,철도
고급,0,철새
고급,0,철수
고급,0,철저
중급,0,철저히
고급,0,철학
고급,0,철학적01/철학적02
고급,0,첨가
고급,0,첨단
중급,0,첨부
고급,0,첨예하다
초급,0,첫
초급,0,첫날
중급,0,첫눈01
중급,0,첫눈02
중급,0,첫사랑
고급,0,첫인사
중급,0,첫인상
초급,0,첫째02/첫째01/첫째03
고급,0,첫차
고급,0,청각
고급,0,청구
초급,0,청년
초급,0,청바지
고급,0,청색
초급,0,청소
중급,0,청소기
초급,0,청소년
고급,0,청자
고급,0,청중
고급,0,청춘
고급,0,청취자
중급,0,청하다
중급,0,청혼
고급,0,-체
고급,0,체감
고급,0,체격
중급,0,체계
고급,0,체계적01/체계적02
고급,0,체내
고급,0,체념
중급,0,체력
고급,0,체류
중급,0,체면
고급,0,체벌
중급,0,체온
고급,0,체육
초급,0,체육관
고급,0,체제
중급,0,체조
중급,0,체중
고급,0,체증
고급,0,체질
고급,0,체크
중급,0,체크무늬
고급,0,체포
중급,0,체하다02
중급,0,체험
고급,0,체형
초급,0,쳐다보다
고급,0,초01
중급,0,초-01
초급,0,초02
초급,0,초03
중급,0,초가을
고급,0,초가집
중급,0,초겨울
고급,0,초고속
고급,0,초과
중급,0,초급
중급,0,초기
고급,0,초능력
고급,0,초대01
초급,0,초대02
초급,0,초대장
고급,0,초등
초급,0,초등학교
초급,0,초등학생
고급,0,초라하다
고급,0,초래
중급,0,초록02
초급,0,초록색
고급,0,초면
중급,0,초반
중급,0,초보
중급,0,초보자
중급,0,초봄
고급,0,초상01
고급,0,초순
중급,0,초승달
중급,0,초여름
고급,0,초원
고급,0,초월
고급,0,초월적00
고급,0,초인종
중급,0,초저녁
중급,0,초점
중급,0,초조
고급,0,초창기
중급,0,초청
중급,0,초청장
초급,0,초콜릿
고급,0,촉각02
고급,0,촉진
고급,0,촉촉하다
중급,0,촌스럽다
고급,0,총-
중급,0,총01
중급,0,총02
고급,0,총각
중급,0,총리
고급,0,총액
고급,0,총장
고급,0,총체적01/총체적02
중급,0,촬영
고급,0,최-
고급,0,최강
초급,0,최고02
중급,0,최고급
고급,0,최고령
고급,0,최고조
초급,0,최근
중급,0,최대
중급,0,최대한00
중급,0,최선
중급,0,최소01
중급,0,최소한00
고급,0,최소화02
중급,0,최신
고급,0,최신형
고급,0,최악
고급,0,최연소
고급,0,최우수
중급,0,최저
고급,0,최적
중급,0,최종
고급,0,최첨단
중급,0,최초
고급,0,최후
중급,0,추가
고급,0,추격
고급,0,추구
초급,0,추다
고급,0,추락
고급,0,추리다
고급,0,추모
고급,0,추상적01/추상적02
초급,0,추석
고급,0,추세
고급,0,추수
고급,0,추신
중급,0,추억
중급,0,추위
고급,0,추이
고급,0,추적
고급,0,추정
중급,0,추진
중급,0,추천
중급,0,추천서
고급,0,추첨
중급,0,추측
초급,0,축구02
초급,0,축구공
중급,0,축구장
고급,0,축복
고급,0,축산물
고급,0,축산업
중급,0,축소
중급,0,축제
고급,0,축축하다
초급,0,축하
고급,0,출간
초급,0,출구
중급,0,출국
초급,0,출근
중급,0,출근길
고급,0,출금
고급,0,출동
고급,0,출력
고급,0,출마
초급,0,출발
고급,0,출범
중급,0,출산
고급,0,출산율
고급,0,출생
초급,0,출석
고급,0,출세
고급,0,출시
중급,0,출신
중급,0,출연02
초급,0,출입
고급,0,출입구
초급,0,출입국
초급,0,출장
고급,0,출전
고급,0,출제
고급,0,출처
고급,0,출출하다
초급,0,출퇴근
중급,0,출판
고급,0,출판사
고급,0,출품
중급,0,출현
고급,0,출혈
초급,0,춤
초급,0,춤추다
초급,0,춥다
중급,0,충격
중급,0,충격적01/충격적02
중급,0,충고
중급,0,충돌
고급,0,충동
초급,0,충분하다
중급,0,충분히
고급,0,충실01
고급,0,충실02
고급,0,충실히02
고급,0,충전02
고급,0,충족
고급,0,충치
고급,0,충혈
고급,0,취급
고급,0,취득
초급,0,취미
고급,0,취사02
초급,0,취소
고급,0,취약
중급,0,취업
고급,0,취업률
고급,0,취임
중급,0,취재
고급,0,취지
초급,0,취직
고급,0,취하다01
중급,0,취하다02
고급,0,취학
중급,0,취향
중급,0,측
중급,0,측면
고급,0,측정
초급,0,층
고급,0,-층
고급,0,-치
초급,0,치과
중급,0,치다01
초급,0,치다02
중급,0,치다03
중급,0,치다04
고급,0,치다05
고급,0,치다09
고급,0,치닫다
초급,0,치료
중급,0,치료법
중급,0,치르다
초급,0,치마
고급,0,치매
고급,0,치명적01/치명적02
고급,0,치밀다
고급,0,치밀하다
고급,0,치솟다
중급,0,치수01
고급,0,치아
고급,0,치안
초급,0,치약
고급,0,치열하다
고급,0,치욕
중급,0,치우다01
고급,0,치우치다
고급,0,치유
고급,0,치중
중급,0,치즈
고급,0,치켜들다
초급,0,치킨
고급,0,치통
중급,0,친-
고급,0,친교
초급,0,친구
고급,0,친근감
고급,0,친근하다
중급,0,친딸
고급,0,친밀
고급,0,친밀감
고급,0,친분
고급,0,친숙하다
중급,0,친아들
중급,0,친아버지
중급,0,친어머니
중급,0,친언니
중급,0,친오빠
초급,0,친절
중급,0,친정
고급,0,친족
고급,0,친지
초급,0,친척
초급,0,친하다
고급,0,친화
고급,0,친화력
고급,0,친환경
초급,0,칠01/칠02
초급,0,칠십01/칠십02
초급,0,칠월
고급,0,칠전팔기
초급,0,칠판
고급,0,칠하다
중급,0,침
초급,0,침대
고급,0,침략
중급,0,침묵
고급,0,침범
고급,0,침수
초급,0,침실
고급,0,침입
고급,0,침착
고급,0,침체
고급,0,침체기00
고급,0,침해
초급,0,칫솔
초급,0,칭찬
고급,0,칭하다
초급,0,카드
초급,0,카레
초급,0,카메라
초급,0,카페
고급,0,카페인
중급,0,칸
초급,0,칼
초급,0,칼국수
고급,0,칼럼
고급,0,칼로리01/칼로리02
중급,0,캄캄하다
초급,0,캐나다
고급,0,캐다
고급,0,캐묻다
고급,0,캠퍼스
중급,0,캠페인
고급,0,캠프
중급,0,커다랗다
중급,0,커지다
중급,0,커트
중급,0,커튼
고급,0,커플
초급,0,커피
초급,0,커피숍
고급,0,컨디션
초급,0,컴퓨터
초급,0,컵
초급,0,케이크
초급,0,켜다01
초급,0,켜다02
초급,0,켤레
초급,0,코01
초급,0,코끼리
중급,0,코너
중급,0,코미디
중급,0,코스
고급,0,코치
중급,0,코트01
중급,0,코트02
중급,0,코피
중급,0,콘도
초급,0,콘서트
초급,0,콜라
고급,0,콜레스테롤
중급,0,콜록콜록
고급,0,콤플렉스
고급,0,콧날
중급,0,콧노래
고급,0,콧등
초급,0,콧물
초급,0,콩
중급,0,콩나물
고급,0,쾌감
고급,0,쾌락
중급,0,쾌적하다
고급,0,쾌활하다
중급,0,쿨쿨
중급,0,쿵
고급,0,퀴즈
초급,0,크기
초급,0,크다01/크다02
초급,0,크리스마스
중급,0,크림
중급,0,큰길
중급,0,큰돈
중급,0,큰딸
초급,0,큰소리
고급,0,큰소리치다
중급,0,큰아들
중급,0,큰아버지
중급,0,큰어머니
중급,0,큰일01
고급,0,큰절
중급,0,큰집
중급,0,클래식
고급,0,큼직하다
초급,0,키01
중급,0,키04
중급,0,키스
초급,0,키우다
초급,0,킬로그램
초급,0,킬로미터
고급,0,타격
중급,0,타고나다
초급,0,타다01
초급,0,타다02
초급,0,타다03
중급,0,타다04
중급,0,타다06
고급,0,타당성
고급,0,타당하다
고급,0,타산지석
중급,0,타오르다
고급,0,타이르다
중급,0,타인
고급,0,타협
고급,0,탁
초급,0,탁구
고급,0,탁월하다
중급,0,탁자
